Customer_ID,Gender,Age,Married,Number_of_Dependents,City,Zip_Code,Latitude,Longitude,Number_of_Referrals,Tenure_in_Months,Offer,Phone_Service,Avg_Monthly_Long_Distance_Charges,Multiple_Lines,Internet_Service,Internet_Type,Avg_Monthly_GB_Download,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Tech_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,Total_Services,Premium_Services,Streaming_Services,Has_Phone_And_Internet,Monthly_Charge_per_Service,Tenure_Years,Referrals_per_Tenure_Year,Long_Distance_Dependency,Is_New_Customer,Senior_Citizen,Offer_Offer_A,Offer_Offer_B,Offer_Offer_C,Offer_Offer_D,Offer_Offer_E,Internet_Type_DSL,Internet_Type_Fiber_Optic,Internet_Type_No_Internet,Contract_One_Year,Contract_Two_Year,Payment_Method_Credit_Card,Payment_Method_Mailed_Check,Customer_Status,Churn_Category,Churn_Reason
4801-KFYKL,1,28,0,3,Granada Hills,91344,34.291273,-118.505104,0,8,No Offer,1,1.95,0,0,No Internet,0.0,0,0,0,0,0,0,0,0,Month-to-Month,0,Bank Withdrawal,19.45,159.2,0.0,0,15.6,174.8,1,0,0,0,19.45,0.6666666666666666,0.0,0.09112149532710281,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Stayed,No Churn,No Churn
4803-AXVYP,0,75,0,0,Butte City,95920,39.449794,-121.936372,0,38,Offer C,1,47.39,1,1,Fiber Optic,2.0,0,0,0,1,1,1,0,1,Month-to-Month,1,Bank Withdrawal,99.55,3734.25,0.0,0,1800.82,5535.07,6,1,2,1,16.591666666666665,3.1666666666666665,0.0,0.32251259017285966,0,1,0,0,1,0,0,0,1,0,0,0,0,0,Churned,Dissatisfaction,Service dissatisfaction
4803-LBYPN,1,44,1,1,Orange,92868,33.787796,-117.875928,1,34,Offer C,1,44.54,0,0,No Internet,0.0,0,0,0,0,0,0,0,0,Month-to-Month,0,Credit Card,20.8,635.9,46.07,0,1514.36,2104.19,1,0,0,0,20.8,2.8333333333333335,0.3529411764705882,0.6816651362105907,0,0,0,0,1,0,0,0,0,1,0,0,1,0,Stayed,No Churn,No Churn
4804-NCPET,1,32,1,3,Clearlake,95422,38.965804,-122.631779,3,19,No Offer,1,31.7,0,0,No Internet,0.0,0,0,0,0,0,0,0,0,Two Year,0,Credit Card,20.2,387.4,0.0,0,602.3,989.7,1,0,0,0,20.2,1.5833333333333333,1.8947368421052633,0.6107899807321773,0,0,0,0,0,0,0,0,0,1,0,1,1,0,Stayed,No Churn,No Churn
4806-DXQCE,0,77,1,0,Santa Monica,90404,34.026334,-118.474222,7,70,No Offer,1,35.39,1,1,Fiber Optic,25.0,1,1,1,1,1,1,0,1,Two Year,1,Bank Withdrawal,113.65,7714.65,24.36,0,2477.3,10167.59,9,4,2,1,12.627777777777778,5.833333333333333,1.2,0.2374530327428878,0,1,0,0,0,0,0,0,1,0,0,1,0,0,Stayed,No Churn,No Churn
4806-HIPDW,0,64,1,0,Calimesa,92320,33.982787,-117.057627,1,1,Offer E,1,21.65,0,1,Fiber Optic,13.0,0,0,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,68.95,68.95,0.0,0,21.65,90.6,3,0,0,1,22.983333333333334,0.08333333333333333,12.0,0.23896247240618101,1,1,0,0,0,0,1,0,1,0,0,0,0,0,Churned,Dissatisfaction,Limited range of services
4806-KEXQR,1,27,0,0,Lockeford,95237,38.166791,-121.14207,0,4,Offer E,1,43.06,0,1,Fiber Optic,46.0,0,0,0,0,0,1,1,1,Month-to-Month,1,Bank Withdrawal,79.9,324.3,0.0,0,172.24,496.54,5,0,2,1,15.98,0.3333333333333333,0.0,0.35019518542615485,1,0,0,0,0,0,1,0,1,0,0,0,0,0,Churned,Competitor,Competitor had better devices
4807-IZYOZ,0,25,0,0,North Palm Springs,92258,33.906496,-116.569499,0,51,Offer B,1,19.23,0,0,No Internet,0.0,0,0,0,0,0,0,0,0,Two Year,0,Bank Withdrawal,20.65,1020.75,19.32,0,980.73,1982.16,1,0,0,0,20.65,4.25,0.0,0.482196589769308,0,0,0,1,0,0,0,0,0,1,0,1,0,0,Stayed,No Churn,No Churn
4808-YNLEU,0,51,1,0,Maywood,90270,33.988572,-118.186565,1,35,Offer C,1,24.53,0,1,DSL,30.0,1,0,0,0,1,0,0,1,One Year,1,Bank Withdrawal,62.15,2215.45,0.0,0,858.55,3074.0,5,1,1,1,12.43,2.9166666666666665,0.34285714285714286,0.282994923857868,0,0,0,0,1,0,0,1,0,0,1,0,0,0,Stayed,No Churn,No Churn
4811-JBUVU,1,62,0,0,Sherman Oaks,91423,34.146957,-118.432138,0,30,No Offer,1,31.97,1,1,Fiber Optic,2.0,0,0,0,1,0,1,1,1,Month-to-Month,1,Credit Card,89.9,2723.15,0.0,0,959.1,3682.25,6,1,2,1,14.983333333333334,2.5,0.0,0.2623287109214737,0,1,0,0,0,0,0,0,1,0,0,0,1,0,Stayed,No Churn,No Churn
4813-HQMGZ,0,54,1,0,Ducor,93218,35.846067,-119.004073,4,8,Offer E,1,9.88,1,1,Fiber Optic,4.0,0,0,0,1,0,1,1,0,Month-to-Month,1,Bank Withdrawal,90.25,743.75,0.0,0,79.04,822.79,5,1,2,1,18.05,0.6666666666666666,6.0,0.09867172675521822,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Stayed,No Churn,No Churn
4815-GBTCD,0,55,1,0,Wishon,93669,37.287758,-119.548156,1,4,No Offer,0,0.0,0,1,DSL,29.0,0,0,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,25.15,99.95,0.0,0,0.0,99.95,2,0,0,0,12.575,0.3333333333333333,3.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Stayed,No Churn,No Churn
4815-TUMEQ,0,25,0,0,Lynwood,90262,33.923573,-118.200669,0,10,Offer D,1,45.42,0,0,No Internet,0.0,0,0,0,0,0,0,0,0,One Year,1,Credit Card,19.3,185.2,0.0,0,454.2,639.4,1,0,0,0,19.3,0.8333333333333334,0.0,0.7017923362175525,0,0,0,0,0,1,0,0,0,1,1,0,1,0,Stayed,No Churn,No Churn
4815-YOSUK,1,22,1,2,Aliso Viejo,92656,33.571259,-117.731917,9,72,No Offer,1,41.18,1,1,Fiber Optic,52.0,1,1,1,1,0,1,1,1,One Year,1,Credit Card,104.9,7537.5,0.0,0,2964.96,10502.46,9,4,2,1,11.655555555555557,6.0,1.5,0.28190032858707553,0,0,0,0,0,0,0,0,1,0,1,0,1,0,Stayed,No Churn,No Churn
4816-JBHOV,1,72,0,0,Los Angeles,90044,33.952714,-118.292061,0,2,Offer E,1,41.43,0,1,Cable,20.0,0,0,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,44.7,93.7,0.0,0,82.86,176.56,3,0,0,1,14.9,0.16666666666666666,0.0,0.4810170672239638,1,1,0,0,0,0,1,0,0,0,0,0,0,0,Churned,Competitor,Competitor offered more data
4816-LXZYW,0,51,0,0,Long Beach,90810,33.819814,-118.222416,0,23,Offer D,1,33.44,1,1,Fiber Optic,11.0,0,1,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,-7.0,1676.95,0.0,0,769.12,2446.07,4,1,0,1,-1.75,1.9166666666666667,0.0,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,Churned,Competitor,Competitor had better devices
4816-OKWNX,1,38,1,1,Los Angeles,90034,34.030578,-118.399613,2,50,No Offer,1,36.21,0,1,Fiber Optic,22.0,0,1,1,1,1,1,1,1,One Year,1,Bank Withdrawal,103.4,5236.4,0.0,0,1810.5,7046.9,9,3,3,1,11.488888888888889,4.166666666666667,0.48,0.25936537497313944,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Stayed,No Churn,No Churn
4817-KEQSP,0,43,1,2,Temecula,92592,33.507255,-117.029473,2,71,No Offer,1,16.84,0,0,No Internet,0.0,0,0,0,0,0,0,0,0,Two Year,0,Bank Withdrawal,19.85,1326.35,0.0,0,1195.64,2521.99,1,0,0,0,19.85,5.916666666666667,0.3380281690140845,0.45898064867811394,0,0,0,0,0,0,0,0,0,1,0,1,0,0,Stayed,No Churn,No Churn
4817-QRJSX,0,46,0,0,Clovis,93612,36.814539,-119.711868,0,10,Offer D,1,49.5,1,1,Fiber Optic,19.0,0,1,0,0,0,0,0,1,Month-to-Month,1,Credit Card,81.0,818.05,0.0,0,495.0,1313.05,4,1,0,1,20.25,0.8333333333333334,0.0,0.3793103448275862,0,0,0,0,0,1,0,0,1,0,0,0,1,0,Churned,Attitude,Attitude of support person
4817-VYYWS,0,21,0,0,Silverado,92676,33.782346,-117.635263,0,30,Offer C,1,11.73,1,1,Fiber Optic,82.0,0,1,0,0,1,1,1,1,Month-to-Month,1,Bank Withdrawal,100.2,2983.8,0.0,0,351.9,3335.7,7,1,3,1,14.314285714285715,2.5,0.0,0.10479764138300723,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Churned,Dissatisfaction,Service dissatisfaction
4818-DRBQT,1,29,1,0,Farmersville,93223,36.29878,-119.201028,1,29,Offer C,1,26.03,1,1,Fiber Optic,47.0,0,1,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,80.15,2265.25,0.0,0,754.87,3020.12,4,1,0,1,20.0375,2.4166666666666665,0.4137931034482759,0.24514974571482387,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Churned,Attitude,Attitude of support person
4818-QIUFN,0,69,0,0,Desert Hot Springs,92241,33.832799,-116.250973,0,20,No Offer,1,11.82,1,1,Fiber Optic,5.0,1,0,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,79.15,1520.9,0.0,0,236.4,1757.3,4,1,0,1,19.7875,1.6666666666666667,0.0,0.12993294492689897,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Churned,Attitude,Attitude of support person
4819-HJPIW,1,32,0,0,Avery,95224,38.208336,-120.339938,0,18,No Offer,0,0.0,0,1,DSL,8.0,0,0,0,0,0,0,0,1,Month-to-Month,0,Credit Card,25.15,476.8,0.0,0,0.0,476.8,2,0,0,0,12.575,1.5,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,Stayed,No Churn,No Churn
4821-SJHJV,0,25,1,3,Calipatria,92233,33.143826,-115.497485,6,32,No Offer,1,48.49,1,1,Fiber Optic,82.0,1,0,0,0,1,0,0,1,Month-to-Month,0,Bank Withdrawal,89.6,2901.8,0.0,0,1551.68,4453.48,5,1,1,1,17.919999999999998,2.6666666666666665,2.25,0.3511478021580129,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Stayed,No Churn,No Churn
4821-WQOYN,0,25,1,2,Little River,95456,39.245911,-123.77214,6,72,No Offer,1,22.05,0,0,No Internet,0.0,0,0,0,0,0,0,0,0,Two Year,1,Credit Card,20.1,1326.25,0.0,0,1587.6,2913.85,1,0,0,0,20.1,6.0,1.0,0.5231316725978647,0,0,0,0,0,0,0,0,0,1,0,1,1,0,Stayed,No Churn,No Churn
4822-LPTYJ,1,38,1,0,Los Angeles,90021,34.029043,-118.239504,8,72,No Offer,1,16.5,1,1,Fiber Optic,22.0,0,1,1,0,1,1,1,0,Two Year,1,Bank Withdrawal,103.75,7346.2,0.0,130,1188.0,8664.2,7,2,3,1,14.821428571428571,6.0,1.3333333333333333,0.13721413721413722,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Stayed,No Churn,No Churn
4822-NGOCH,0,60,0,0,Sacramento,95831,38.494832,-121.529447,0,13,No Offer,1,21.88,1,1,Fiber Optic,4.0,0,1,1,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,84.45,1058.6,0.0,0,284.44,1343.04,5,2,0,1,16.89,1.0833333333333333,0.0,0.20577447568889307,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Churned,Price,Long distance charges
4822-RVYBB,1,75,0,0,Berkeley,94704,37.871416,-122.246597,0,8,Offer E,1,40.45,1,1,Fiber Optic,29.0,0,0,1,0,1,1,0,1,Month-to-Month,1,Bank Withdrawal,100.6,819.4,0.0,0,323.6,1143.0,6,1,2,1,16.766666666666666,0.6666666666666666,0.0,0.28677773839064163,0,1,0,0,0,0,1,0,1,0,0,0,0,0,Churned,Attitude,Attitude of support person
4822-YCXMX,1,64,0,0,Fresno,93705,36.78724,-119.827813,0,25,Offer C,1,8.31,1,1,Fiber Optic,22.0,0,0,0,0,0,1,1,1,Month-to-Month,1,Bank Withdrawal,84.8,2043.45,0.0,0,207.75,2251.2,5,0,2,1,16.96,2.0833333333333335,0.0,0.08924927505101493,0,1,0,0,1,0,0,0,1,0,0,0,0,0,Churned,Price,Extra data charges
4824-GUCBY,0,77,0,0,San Francisco,94127,37.736535,-122.45732,0,22,No Offer,1,23.43,0,1,Fiber Optic,22.0,1,1,0,0,0,0,0,1,One Year,0,Bank Withdrawal,81.7,1820.9,29.88,0,515.46,2306.48,5,2,0,1,16.34,1.8333333333333333,0.0,0.22286692666222774,0,1,0,0,0,0,0,0,1,0,1,0,0,0,Stayed,No Churn,No Churn
4825-FUREZ,1,49,1,0,San Jose,95148,37.339533,-121.777179,10,42,No Offer,1,45.75,0,0,No Internet,0.0,0,0,0,0,0,0,0,0,Two Year,0,Bank Withdrawal,20.25,835.5,0.0,0,1921.5,2757.0,1,0,0,0,20.25,3.5,2.857142857142857,0.6931818181818182,0,0,0,0,0,0,0,0,0,1,0,1,0,0,Stayed,No Churn,No Churn
4825-XJGDM,0,59,0,0,Mccloud,96057,41.251322,-122.105209,0,61,Offer B,0,0.0,0,1,DSL,8.0,1,1,1,1,0,0,0,1,One Year,0,Credit Card,43.7,2696.55,0.0,0,0.0,2696.55,6,4,0,0,7.283333333333334,5.083333333333333,0.0,0.0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,Stayed,No Churn,No Churn
4826-DXMUP,1,23,0,2,Mountain View,94041,37.388349,-122.075299,0,35,No Offer,1,10.11,0,1,DSL,73.0,0,0,0,1,1,1,1,1,One Year,1,Credit Card,72.1,2495.15,0.0,0,353.85,2849.0,7,1,3,1,10.299999999999999,2.9166666666666665,0.0,0.12297773993431456,0,0,0,0,0,0,0,1,0,0,1,0,1,0,Stayed,No Churn,No Churn
4826-TZEVA,0,50,0,0,O Neals,93645,37.140104,-119.657092,0,40,Offer B,1,18.57,0,1,Fiber Optic,15.0,0,1,0,0,0,0,0,1,Month-to-Month,0,Credit Card,74.8,2971.7,0.0,0,742.8,3714.5,4,1,0,1,18.7,3.3333333333333335,0.0,0.19888615186890862,0,0,0,1,0,0,0,0,1,0,0,0,1,0,Stayed,No Churn,No Churn
4826-XTSOH,1,66,1,0,Moss Landing,95039,36.863303,-121.781632,0,1,No Offer,1,38.78,1,1,Fiber Optic,23.0,0,0,0,0,1,0,0,1,Month-to-Month,1,Bank Withdrawal,86.05,86.05,0.0,0,38.78,124.83,4,0,1,1,21.5125,0.08333333333333333,0.0,0.3106625010013619,1,1,0,0,0,0,0,0,1,0,0,0,0,0,Churned,Competitor,Competitor had better devices
4827-DPADN,0,28,1,3,Los Angeles,90032,34.078821,-118.177576,3,72,No Offer,1,24.48,1,1,Cable,69.0,1,0,1,1,1,1,1,0,Two Year,1,Bank Withdrawal,83.3,6042.7,0.0,80,1762.56,7885.26,8,3,3,1,10.4125,6.0,0.5,0.22712933753943218,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Stayed,No Churn,No Churn
4827-LTQRJ,0,70,1,2,Shasta,96087,40.617614,-122.512861,1,66,No Offer,1,44.38,1,1,Fiber Optic,28.0,1,1,0,1,1,1,0,1,One Year,1,Credit Card,110.6,7210.85,0.0,0,2929.08,10139.93,8,3,2,1,13.825,5.5,0.18181818181818182,0.2863595302619693,0,1,0,0,0,0,0,0,1,0,1,0,1,0,Stayed,No Churn,No Churn
4827-USJHP,1,45,0,0,Glendale,91208,34.195386,-118.238508,0,20,Offer D,1,3.94,0,1,DSL,18.0,0,1,0,0,0,0,0,1,Month-to-Month,1,Credit Card,51.8,1023.85,0.0,0,78.8,1102.65,4,1,0,1,12.95,1.6666666666666667,0.0,0.07068532472192322,0,0,0,0,0,1,0,1,0,0,0,0,1,0,Stayed,No Churn,No Churn
4828-FAZPK,0,30,1,2,Inglewood,90301,33.956445,-118.358634,1,16,Offer D,1,49.85,1,1,Fiber Optic,69.0,0,1,0,0,0,0,0,1,Month-to-Month,1,Credit Card,79.95,1267.95,0.0,0,797.6,2065.55,4,1,0,1,19.9875,1.3333333333333333,0.75,0.3840523882896764,0,0,0,0,0,1,0,0,1,0,0,0,1,0,Stayed,No Churn,No Churn
4829-AUOAX,0,57,0,0,Los Angeles,90014,34.043144,-118.251977,0,46,No Offer,1,6.18,1,1,Cable,8.0,0,0,0,0,1,1,1,0,Month-to-Month,0,Bank Withdrawal,96.05,4399.5,0.0,80,284.28,4763.78,5,0,3,1,19.21,3.8333333333333335,0.0,0.06045192213635919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Churned,Price,Extra data charges
4829-ZLJTK,0,80,1,0,Penngrove,94951,38.325599,-122.642352,5,72,Offer A,1,15.23,1,1,Fiber Optic,2.0,1,1,1,0,1,1,0,1,Two Year,1,Bank Withdrawal,112.4,8046.85,0.0,0,1096.56,9143.41,8,3,2,1,14.05,6.0,0.8333333333333334,0.11932931129044895,0,1,1,0,0,0,0,0,1,0,0,1,0,0,Stayed,No Churn,No Churn
4830-FAXFM,1,62,0,2,Korbel,95550,40.7666,-123.80458,0,19,Offer D,1,14.48,1,0,No Internet,0.0,0,0,0,0,0,0,0,0,Month-to-Month,1,Credit Card,24.1,439.2,0.0,0,275.12,714.32,1,0,0,0,24.1,1.5833333333333333,0.0,0.37532400207361327,0,1,0,0,0,1,0,0,0,1,0,0,1,0,Stayed,No Churn,No Churn
4831-EOBFE,1,43,1,0,Mountain Ranch,95246,38.264262,-120.515133,1,29,No Offer,1,40.49,0,1,Fiber Optic,15.0,1,0,0,0,1,1,1,1,Month-to-Month,0,Credit Card,94.65,2649.15,0.0,0,1174.21,3823.36,7,1,3,1,13.521428571428572,2.4166666666666665,0.4137931034482759,0.2996152138523013,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Churned,Other,Don't know
4832-VRBMR,1,65,1,0,Parker Dam,92267,34.273872,-114.192901,1,65,No Offer,1,16.65,1,1,Fiber Optic,5.0,0,1,1,0,1,1,1,1,One Year,1,Bank Withdrawal,103.15,6792.45,0.0,0,1082.25,7874.7,8,2,3,1,12.89375,5.416666666666667,0.1846153846153846,0.13898163606010014,0,1,0,0,0,0,0,0,1,0,1,0,0,0,Stayed,No Churn,No Churn
4833-QTJNO,1,66,1,0,Coulterville,95311,37.722127,-120.110174,10,67,No Offer,1,44.9,1,1,Fiber Optic,20.0,1,1,0,0,0,0,0,1,Month-to-Month,0,Bank Withdrawal,83.85,5588.8,0.0,0,3008.3,8597.1,5,2,0,1,16.77,5.583333333333333,1.791044776119403,0.3487378640776699,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Stayed,No Churn,No Churn
4835-YSJMR,1,59,0,0,Ceres,95307,37.553469,-120.952825,0,39,Offer C,1,3.93,0,1,DSL,15.0,0,0,0,1,0,0,0,1,Two Year,1,Bank Withdrawal,49.8,1971.15,0.0,0,153.27,2124.42,4,1,0,1,12.45,3.25,0.0,0.07314349525404802,0,0,0,0,1,0,0,1,0,0,0,1,0,0,Stayed,No Churn,No Churn
4836-WNFNO,0,56,1,0,Los Angeles,90032,34.078821,-118.177576,7,72,No Offer,1,39.98,1,0,No Internet,0.0,0,0,0,0,0,0,0,0,Two Year,0,Credit Card,-7.0,1849.2,0.0,0,2878.56,4727.76,1,0,0,0,-7.0,6.0,1.1666666666666667,0.0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,Stayed,No Churn,No Churn
4837-PZTIC,0,54,0,0,Torrance,90504,33.867257,-118.330794,0,47,Offer B,0,0.0,0,1,Cable,23.0,1,0,1,1,0,0,0,1,Two Year,0,Credit Card,41.9,1875.25,0.0,0,0.0,1875.25,5,3,0,0,8.379999999999999,3.9166666666666665,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,Stayed,No Churn,No Churn
4837-QUSFT,0,35,1,0,Oakley,94561,37.999406,-121.686241,8,65,Offer B,1,36.62,1,1,Fiber Optic,6.0,1,1,0,1,1,0,0,1,One Year,1,Bank Withdrawal,100.15,6643.5,0.0,0,2380.3,9023.8,7,3,1,1,14.307142857142859,5.416666666666667,1.4769230769230768,0.26774877531622426,0,0,0,1,0,0,0,0,1,0,1,0,0,0,Stayed,No Churn,No Churn
4840-ORQXB,0,67,0,0,Sierra Madre,91024,34.168686,-118.057505,0,56,No Offer,1,27.64,1,1,Fiber Optic,7.0,0,1,1,0,1,1,0,1,Two Year,0,Bank Withdrawal,104.75,5841.35,36.52,0,1547.84,7352.67,7,2,2,1,14.964285714285714,4.666666666666667,0.0,0.20877709796812452,0,1,0,0,0,0,0,0,1,0,0,1,0,0,Stayed,No Churn,No Churn
4844-JJWUY,0,65,0,0,San Francisco,94121,37.776718,-122.495781,0,1,Offer E,1,28.82,0,1,Fiber Optic,22.0,0,1,0,0,0,1,1,1,Month-to-Month,1,Bank Withdrawal,86.0,86.0,0.0,0,28.82,114.82,6,1,2,1,14.333333333333334,0.08333333333333333,0.0,0.25100156767113746,1,1,0,0,0,0,1,0,1,0,0,0,0,0,Churned,Competitor,Competitor made better offer
4846-WHAFZ,0,80,1,1,Whittier,90602,33.972119,-118.020188,1,37,Offer C,1,6.33,1,1,Fiber Optic,14.0,0,0,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,76.5,2868.15,0.0,0,234.21,3102.36,3,0,0,1,25.5,3.0833333333333335,0.3243243243243243,0.07642158638174575,0,1,0,0,1,0,0,0,1,0,0,0,0,0,Churned,Price,Extra data charges
4847-QNOKA,0,30,0,0,Modesto,95355,37.672906,-120.946594,0,1,Offer E,1,41.78,0,1,DSL,59.0,0,0,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,44.9,44.9,0.0,0,41.78,86.68,3,0,0,1,14.966666666666667,0.08333333333333333,0.0,0.48200276880479925,1,0,0,0,0,0,1,1,0,0,0,0,0,0,Churned,Dissatisfaction,Lack of self-service on Website
4847-TAJYI,0,77,0,0,Chula Vista,91911,32.607964,-117.059459,0,6,Offer E,1,8.06,0,1,Fiber Optic,19.0,0,0,0,0,1,1,0,1,One Year,1,Bank Withdrawal,89.35,567.8,0.0,0,48.36,616.16,5,0,2,1,17.869999999999997,0.5,0.0,0.08274304486192384,1,1,0,0,0,0,1,0,1,0,1,0,0,0,Stayed,No Churn,No Churn
4849-PYRLQ,0,80,0,0,Fremont,94536,37.572273,-121.964583,0,56,No Offer,1,37.3,1,1,DSL,8.0,1,0,1,1,0,1,0,1,Two Year,0,Bank Withdrawal,73.25,4054.2,17.16,0,2088.8,6125.84,7,3,1,1,10.464285714285714,4.666666666666667,0.0,0.3374038896426956,0,1,0,0,0,0,0,1,0,0,0,1,0,0,Stayed,No Churn,No Churn
4851-BQDNX,1,56,1,1,Oxnard,93035,34.18454,-119.224666,5,40,No Offer,1,14.41,0,1,Fiber Optic,22.0,0,0,1,0,1,0,0,1,One Year,1,Bank Withdrawal,85.05,3355.65,38.15,0,576.4,3893.9,5,1,1,1,17.009999999999998,3.3333333333333335,1.5,0.1448823647697567,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Stayed,No Churn,No Churn
4853-OITSN,1,33,1,0,Oakland,94606,37.792489,-122.244314,8,5,Offer E,1,15.74,1,1,Fiber Optic,28.0,1,0,0,0,0,1,1,1,Month-to-Month,1,Bank Withdrawal,89.15,413.25,0.0,0,78.7,491.95,6,1,2,1,14.858333333333334,0.4166666666666667,19.2,0.15006196968252455,1,0,0,0,0,0,1,0,1,0,0,0,0,0,Stayed,No Churn,No Churn
4853-RULSV,1,25,0,0,Miramonte,93641,36.696759,-119.024051,0,70,Offer A,1,12.19,1,1,Fiber Optic,42.0,1,0,0,1,1,1,1,1,Two Year,1,Credit Card,104.0,7250.15,0.0,0,853.3,8103.45,8,2,3,1,13.0,5.833333333333333,0.0,0.1049143644031328,0,0,1,0,0,0,0,0,1,0,0,1,1,0,Churned,Attitude,Attitude of service provider
4854-CIDCF,0,74,0,0,Los Angeles,90065,34.108833,-118.229715,0,3,No Offer,1,46.65,0,1,Fiber Optic,25.0,0,0,1,0,0,0,0,1,Two Year,0,Bank Withdrawal,73.85,196.4,0.0,0,139.95,336.35,4,1,0,1,18.4625,0.25,0.0,0.3871369294605809,1,1,0,0,0,0,0,0,1,0,0,1,0,0,Joined,No Churn,No Churn
4854-SSLTN,1,49,1,4,Torrance,90502,33.833181,-118.292062,8,2,Offer E,1,42.55,0,1,DSL,53.0,1,1,0,1,0,0,0,1,Two Year,0,Mailed Check,59.5,130.5,0.0,0,85.1,215.6,6,3,0,1,9.916666666666666,0.16666666666666666,48.0,0.416952474277315,1,0,0,0,0,0,1,1,0,0,0,1,0,1,Joined,No Churn,No Churn
4855-SNKMY,0,31,0,0,Los Angeles,90024,34.066303,-118.435479,0,1,Offer E,1,4.41,0,1,DSL,30.0,0,0,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,44.1,44.1,0.0,0,4.41,48.51,3,0,0,1,14.700000000000001,0.08333333333333333,0.0,0.0909090909090909,1,0,0,0,0,0,1,1,0,0,0,0,0,0,Churned,Competitor,Competitor made better offer
4859-ZSRDZ,0,58,1,0,Vacaville,95687,38.333133,-121.920151,1,58,Offer B,0,0.0,0,1,Cable,11.0,0,0,1,1,1,1,1,1,Two Year,1,Credit Card,55.5,3166.9,0.0,0,0.0,3166.9,7,2,3,0,7.928571428571429,4.833333333333333,0.20689655172413796,0.0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,Stayed,No Churn,No Churn
4860-IJUDE,1,34,0,0,Ripon,95366,37.750778,-121.13238,0,13,No Offer,1,30.06,0,1,Fiber Optic,5.0,1,0,0,0,0,0,0,1,Month-to-Month,1,Credit Card,73.75,956.65,0.0,0,390.78,1347.43,4,1,0,1,18.4375,1.0833333333333333,0.0,0.28956747904826124,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Stayed,No Churn,No Churn
4860-YZGZM,1,27,0,0,San Jose,95128,37.316146,-121.936285,0,10,No Offer,1,39.39,0,0,No Internet,0.0,0,0,0,0,0,0,0,0,Month-to-Month,0,Bank Withdrawal,20.0,185.4,0.0,0,393.9,579.3,1,0,0,0,20.0,0.8333333333333334,0.0,0.6632429701970028,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Stayed,No Churn,No Churn
4868-AADLV,1,77,1,2,Durham,95938,39.607831,-121.777959,0,66,No Offer,1,3.27,1,1,Fiber Optic,10.0,1,1,1,1,1,1,0,1,One Year,1,Bank Withdrawal,116.25,7862.25,0.0,0,215.82,8078.07,9,4,2,1,12.916666666666666,5.5,0.0,0.027359437751004016,0,1,0,0,0,0,0,0,1,0,1,0,0,0,Stayed,No Churn,No Churn
4869-EPIUS,1,37,1,0,San Rafael,94901,37.972662,-122.491452,3,56,No Offer,1,46.18,0,1,Fiber Optic,24.0,0,0,0,0,0,1,1,1,One Year,1,Bank Withdrawal,80.9,4557.5,0.0,0,2586.08,7143.58,5,0,2,1,16.18,4.666666666666667,0.6428571428571428,0.36339313818067354,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Stayed,No Churn,No Churn
